source_id,prob_soup,prob_inter,prob_hmdr,period,eccentricity,semi_amplitude_primary,m1_solar_m,m2_min_solar
5857059996952633984,0.0,0.0,1.0,155.0854049531785,0.036220412078669,64.18884222152049,3.625313239080873,8.594104382449649
2055293686820130176,0.0,0.0,1.0,7.156796624756763,0.1535367144301996,166.38128899331886,2.946476828412399,6.790899028482617
6057458699887995904,0.0,0.0,1.0,2.379779199692972,0.4501515027113666,160.55204427850035,1.7170549163696285,2.257413667412001
5543340020666175488,0.0,0.0,1.0,135.74654988523488,0.1836111727467754,54.52460446604213,4.051737494621769,6.050758118780994
455332985113567488,0.0,0.0,1.0,56.835577186472754,0.0122232287066162,78.17622314053017,2.7638080818959447,6.009204890305878
4057348745744951680,0.0,0.0,1.0,46.87834803707724,0.0969058741657762,56.50792813519646,2.676472407992737,3.0515807552160927
1850548988047789696,0.0,0.0,1.0,15.302242181042375,0.0513695094743472,105.08440971272113,2.613942117225528,4.551969436814622
461251282546634496,0.0,0.04133333333333334,0.9586666666666668,457.299370752597,0.0124668423112963,33.544210153412976,2.449604161662178,4.366679020402142
5542341316202470016,0.050666666666666665,0.0,0.9493333333333334,25.714424587453298,0.048360476210642,69.00094042847137,2.333608224566189,2.872044142678642
3003015127336625664,0.0,0.16133333333333333,0.8386666666666666,2.721602063854858,0.096945731558757,114.87513690331336,1.5812269245164703,1.6348060842189558
6057439187904803584,0.0,0.19733333333333333,0.8026666666666666,227.5971675983936,0.2050764354066502,32.55142097043277,2.896020670514791,2.975894881090064
2027584142692981504,0.0,0.23933333333333334,0.7606666666666666,555.7758462746558,0.0244208661463345,28.873957467978496,2.900133050231616,4.070692615174486
2027683919056269440,0.04666666666666667,0.23733333333333334,0.716,339.9224982927127,0.512839214982451,30.512465437634667,2.604701510751519,2.571142121919773
3125502573803655424,0.006666666666666666,0.32666666666666666,0.6666666666666667,140.93617817045518,0.0364915530388408,38.44284378570595,3.552027908850705,3.4342635128042547
2173139897154339840,0.0,0.3433333333333334,0.6566666666666667,5.437409566335842,0.3347600744178213,126.0770961144013,1.9585789021229425,2.76408258724685
1842306086812836864,0.012,0.358,0.63,99.35749494485806,0.3850742636241235,41.47044543782238,2.540547635089618,2.4251818918116816
3456223752905137664,0.0,0.38733333333333336,0.6126666666666667,157.50414847631433,0.1580285549554718,29.845768500586967,2.484158355646996,2.049107258961166
5912310112621181568,0.04533333333333333,0.37799999999999995,0.5766666666666667,90.94482575462094,0.213716289306337,41.86460217270316,1.6768682746707777,2.0945686271853834
4057341770718068736,0.0013333333333333333,0.43266666666666664,0.5660000000000001,614.363495668565,0.3100332114405856,25.42278804585347,2.978423876406961,3.2799055458197253
2007282240287724416,0.022000000000000002,0.43133333333333335,0.5466666666666666,432.4193708679843,0.0427645378387412,27.19273604203777,3.703144321855748,3.652284941581896
4216196156980640384,0.08333333333333334,0.4126666666666667,0.504,154.42918342049663,0.1736717982877361,34.8248077614546,1.7047308535692565,2.112391123857837
3455034459282139904,0.004,0.494,0.502,115.85165316324424,0.0250138439945289,29.66134636348971,4.217615884391112,2.393313142065576
5543653209679862016,0.0006666666666666666,0.5266666666666666,0.4726666666666667,772.9626829263892,0.0981592443256455,22.103792147650093,2.5424514743296056,2.956090762777318
2173773181491028224,0.03133333333333333,0.5033333333333334,0.4653333333333333,356.42824064535023,0.0105412954101281,24.54816117148136,4.058673018285945,3.01432487261112
5542313626559255936,0.0,0.5553333333333333,0.4446666666666667,195.5090635002057,0.0620118721204918,27.089950712959173,3.4019253189558643,2.374725742651411
2027665369122598272,0.0,0.5593333333333333,0.4406666666666667,241.00158790429344,0.0359312911753697,28.121756947224245,3.133688775117976,2.648197911107378
5923648517074213120,0.52,0.03933333333333333,0.4406666666666667,22.801590779473745,0.6056873984151109,57.19973958188944,1.347136213910669,1.1023472994888484
5345909268932688256,0.007333333333333334,0.564,0.4286666666666667,88.17226552532638,0.0764493496479621,39.03853880474514,2.379741237841147,2.2678848541897008
5707368562600126592,0.0,0.5720000000000001,0.428,169.5751915772074,0.0180775737155029,25.20457792571668,4.058399632073073,2.234847663250944
5961447390407692928,0.007333333333333334,0.5773333333333334,0.41533333333333333,100.82651304822711,0.0520344952441111,31.23290955003758,2.694688090660367,1.880599893067544
3187152057628479616,0.0,0.5966666666666667,0.4033333333333334,156.5885236625624,0.4055834358014135,28.513846836683967,2.433826223176492,1.701102095420338
5410235273303126784,0.009333333333333334,0.5893333333333334,0.4013333333333333,97.030512910107,0.020092841822044,33.552205832526155,2.543071992683376,1.982333164521667
