source_id,phot_g_mean_mag,solution_id,nss_solution_type,ra,dec,parallax,parallax_error,bp_rp,period,period_error,t_periastron,t_periastron_error,eccentricity,eccentricity_error,arg_periastron,arg_periastron_error,center_of_mass_velocity,center_of_mass_velocity_error,semi_amplitude_primary,semi_amplitude_primary_error,inclination,inclination_error,rv_n_obs_primary,rv_n_good_obs_primary,efficiency,significance,goodness_of_fit,conf_spectro_period,flags
4298597269238966912,13.008296966552734,4338096422163308546,SB1,,,0.06342764175475119,0.035701099783182144,2.080057144165039,3.5317454127916608,0.0006383883883245289,1.76225543332649,0.5756786465644836,0.060404962804884,0.1417328417301178,163.40115109080259,60.26628494262695,3.2531136787620585,0.5104735493659973,8.39712366836765,0.6556404232978821,,,19,19,0.3267608880996704,12.807513236999512,2.3206627368927,0.9990000128746033,0
4529188634509905024,12.033129692077637,4338096422163308546,SB1,,,0.48397291357660005,0.017706813290715218,1.300551414489746,729.4203737182917,17.45418930053711,-143.7883543051219,121.728515625,0.07197636501082395,0.04675183445215225,217.9949139876346,59.836090087890625,-43.45105257914823,0.19854989647865295,5.091526307252256,0.308854877948761,,,52,52,0.3254222571849823,16.485172271728516,0.44618645310401917,1.0,0
4529648470889264640,10.34555435180664,4338096422163308546,SB1,,,1.1811022455986981,0.018061336129903793,1.23724365234375,104.05259718825849,0.10422899574041367,31.06976031387384,20.272714614868164,0.012726490704659317,0.0135340029373765,302.16547903403716,70.32340240478516,18.125341709278896,0.08865833282470703,6.723552571938809,0.08938095718622208,,,56,56,0.17498482763767242,75.22354125976562,0.39354267716407776,1.0,0
4529963618407061760,10.834778785705566,4338096422163308546,SB1,,,2.1858607421904175,0.018470803275704384,0.8429651260375977,125.96837449999569,0.21447037160396576,-25.7232387842126,1.2609279155731201,0.3436069753639823,0.0259300097823143,104.44975463419992,3.8691630363464355,-25.451294955930344,0.24356040358543396,13.755200275776339,0.3471333980560303,,,42,42,0.4901314377784729,39.6251106262207,0.9639080166816711,1.0,0
5912648105062742400,12.114669799804688,4338096422163308546,SB1,,,0.14835615894589743,0.01706298440694809,2.251755714416504,9.176348625259092,0.0037752205971628428,-3.5579780867566173,0.5024247169494629,0.29385139806752625,0.11299332231283188,253.1408400622671,25.611331939697266,-6.843790096767941,0.1834353357553482,2.673530979553645,0.2831733524799347,,,27,27,0.4928770363330841,9.441322326660156,1.3381649255752563,0.996999979019165,0
1795189917618831872,11.693734169006348,4338096422163308546,SB1,,,3.925766417858159,0.02051601931452751,0.9158735275268555,7.992443180112249,0.0011286742519587278,1.4099909658026548,2.463613510131836,0.008885765032663513,0.031795453280210495,295.16816076897175,110.90946197509766,-27.5427248437718,0.49052679538726807,33.29142241905957,0.7041437029838562,,,10,10,0.21596644818782806,47.279300689697266,0.899001955986023,0.9990000128746033,0
1795574506170433280,11.985452651977539,4338096422163308546,SB1,,,1.4412359418154448,0.028680266812443733,0.7351484298706055,4.422459528271902,0.0015708457212895155,2.1255066491302066,0.19309565424919128,0.3990397659611043,0.1379527747631073,210.68330945262994,16.802675247192383,1.0805239268545086,0.5694319605827332,8.880500517305657,1.622153639793396,,,26,26,0.430458128452301,5.474512577056885,-1.4680981636047363,0.9990000128746033,0
1795870244734233728,9.827296257019043,4338096422163308546,SB1,,,0.5730211882237458,0.018972555175423622,1.989394187927246,450.9707347155891,4.529534339904785,45.46690680969869,9.30538558959961,0.18734422986928065,0.028125932440161705,288.27135888589737,6.643388271331787,1.6608740523160817,0.1364533007144928,5.474510605701239,0.11608577519655228,,,12,12,0.3028538227081299,47.159183502197266,2.5389740467071533,0.9959999918937683,0
1797243122441286400,12.513476371765137,4338096422163308546,SB1,,,1.2405600425292427,0.013672682456672192,0.9600152969360352,8.739882210252594,0.00184879289008677,-3.536248077755673,0.39819225668907166,0.18982275681829047,0.05647778511047363,238.159848615796,15.22934627532959,-32.42838584920841,0.8791041970252991,26.705680925175717,1.5106463432312012,,,27,27,0.3855545222759247,17.678314208984375,1.067119836807251,1.0,0
1797993878427761792,11.314640998840332,4338096422163308546,SB1,,,0.1701257859502824,0.03843860700726509,1.7995166778564453,764.6390929178402,7.783847808837891,-363.0096729465928,18.270631790161133,0.152381335529213,0.03865126520395279,170.90655326694605,7.001173973083496,-17.342371781335366,0.1375371515750885,9.661895393351216,0.20758776366710663,,,25,25,0.38803067803382874,46.54366683959961,-0.25287559628486633,1.0,0
5706704251419169536,12.70595645904541,4338096422163308546,SB1,,,0.587178079705349,0.014383151195943356,0.9047718048095703,9.281165109923302,0.0026249554939568043,0.2178985206629451,0.2237824648618698,0.4315585416413629,0.056301333010196686,41.18120803959106,11.947797775268555,59.73282495136842,1.150072693824768,29.125650598587633,3.422071933746338,,,20,20,0.36798837780952454,8.511116027832031,2.752135992050171,0.996999979019165,0
5707364061474405760,12.68729019165039,4338096422163308546,SB1,,,0.7702407113634323,0.01790827326476574,0.9841985702514648,348.5027243882922,19.701562881469727,-2.131456231017793,9.57467269897461,0.3798515933908618,0.09515871107578278,131.26694074045628,15.935647964477539,57.40740076564008,1.2845412492752075,13.402663905615515,1.0111749172210693,,,24,24,0.5344907641410828,13.254545211791992,0.8132376670837402,1.0,0
5942015545248382848,13.431994438171387,4338096422163308546,SB1,,,0.3000162103128012,0.01972721517086029,1.9581003189086914,513.0324436935392,30.319334030151367,-142.23774410911074,54.094329833984375,0.2674563564143255,0.12735582888126373,320.8310851358508,28.762920379638672,-36.89134162632994,0.9366500377655029,8.863259156153008,1.2505383491516113,,,25,25,0.452577143907547,7.087554931640625,0.10031506419181824,0.9980000257492065,0
1850011533019461760,12.717430114746094,4338096422163308546,SB1,,,1.5951676834988375,0.01392838079482317,0.945399284362793,41.39280694050962,0.09683146327733994,10.370356826787871,3.202744722366333,0.22247377348983077,0.06959094852209091,1.5605975488676527,26.50589370727539,-18.5796932546583,0.8650261163711548,15.748819344249029,1.316796064376831,,,24,24,0.49586695432662964,11.959952354431152,1.6077765226364136,0.9980000257492065,0
1850707287660195200,11.211532592773438,4338096422163308546,SB1,,,1.657226596759459,0.029251739382743835,0.7385139465332031,248.53228260681476,2.0678114891052246,-27.10357389671868,6.655491828918457,0.4919667201490246,0.04035310074687004,318.7372738106806,12.428206443786621,-74.70341896785976,0.41730794310569763,8.279736897473125,0.5222933888435364,,,34,34,0.5680719017982483,15.852655410766602,2.022728681564331,0.9950000047683716,0
1850715289180815872,12.24105167388916,4338096422163308546,SB1,,,1.0630661972310034,0.01551346480846405,0.7382946014404297,51.15370396109781,0.09939765930175781,-7.2854121361459905,2.428457736968994,0.2323724780293738,0.051710572093725204,178.26621908421953,18.377336502075195,-11.333541026360699,0.6761088371276855,14.890271207537607,0.907383382320404,,,29,29,0.5454244613647461,16.41012191772461,0.06242414936423302,1.0,0
1850816620348476928,12.617754936218262,4338096422163308546,SB1,,,0.6155856648385378,0.015611357986927032,1.394749641418457,413.41498199704614,3.9180221557617188,52.09647076080141,30.609352111816406,0.21265688455725282,0.0685795471072197,332.606335729081,24.739667892456055,-0.9928843141738952,0.6697953343391418,9.656978474238331,1.3032015562057495,,,22,22,0.29712820053100586,7.410195827484131,-0.12683065235614777,1.0,0
1871752352545273088,12.725455284118652,4338096422163308546,SB1,,,0.7486701533904466,0.01111050695180893,1.0413103103637695,25.514470151187425,0.019366389140486717,5.772260886424634,0.5142224431037903,0.27116805742260386,0.042451463639736176,145.7021466970917,7.635497570037842,-15.604483508288816,1.0153623819351196,36.06735190110599,1.3044440746307373,,,19,19,0.6237583160400391,27.649595260620117,0.5114428400993347,0.9990000128746033,0
