source_id,nss_solution_type,period,period_error,eccentricity,eccentricity_error,goodness_of_fit,significance,semi_amplitude_primary,semi_amplitude_primary_error,semi_amplitude_secondary,semi_amplitude_secondary_error,t_periastron,arg_periastron,center_of_mass_velocity,center_of_mass_velocity_error,m1,m2,fluxratio,ra,dec,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,bp_rp
1214959081678120320,SB2,11.23652577914666,0.001221353,0.2805427449195991,0.013255538,2.9647768,63.914238,56.271696906783184,0.8804251,59.9573635355124,0.98307323,-0.49597967587898095,301.5260642918329,-1.1995238178763836,0.3594719,0.8707474,0.8172213,,229.24564369037165,21.63071987523763,7.676045534280292,0.015237136,503.7722,1.1753385,10.555072,1.0200558
997809280404484480,SB2,9.940098172478372,0.00013391642,0.10844729121861912,0.0024563232,36.857758,338.42618,82.28177937005441,0.24313065,65.4827440805573,0.22584835,3.2997944811005104,358.8939881763659,-14.026099387634789,0.096794166,1.8778317,2.3595734,,96.6074425871591,56.285193431975244,12.416145716958141,0.09181079,135.23624,1.0437851,5.4875603,0.30339146
1068105319375122048,SB2,20.53543636410266,0.00078283914,0.21854523303674647,0.004564216,35.61742,149.03009,35.52009134738365,0.23834175,32.75350611579302,0.17384835,-2.497691470051845,56.29353640269903,-41.06437605241286,0.09538934,1.524321,1.6530755,,145.74545487957775,66.38437700520669,4.909635509492348,0.017062735,287.74026,0.99864715,8.390641,0.61189365
1584571769464585856,SB2,4.37432508042288,3.924633e-05,0.013936750278726472,0.004006065,6.891025,162.35771,82.31305875592248,0.50698584,93.45199192421065,0.4990544,2.035275897502553,72.34042842941186,-6.28737499274205,0.24717312,1.1892763,1.0475216,,182.02951283217874,63.76906248017306,4.8081344450116275,0.013363521,359.79547,0.96710116,9.663678,0.6734705
1587260522071433344,SB2,6.9412735765208655,0.00031395612,0.22989337172992766,0.012310208,21.175413,44.591675,39.4591949017402,0.88490045,39.718736458825056,0.92065454,3.0374906233085417,47.53155322503573,-21.428090224974515,0.34624067,1.1052077,1.0979854,,223.9087962714172,46.16251585225965,3.7775527257181323,0.01375784,274.57455,1.0436889,10.5020685,0.73304176
1589280187493202688,SB2,18.03166822648228,0.00091066695,0.05650023891716662,0.006523993,17.803825,104.792694,43.36718934712329,0.4138379,42.8023179791461,0.4131202,4.495038604991375,282.61574108358724,-14.566437096520385,0.15952872,1.646045,1.6677681,,227.86096398644415,48.692938706155054,4.415223868915742,0.017004104,259.65634,1.027073,8.311147,0.5046973
5525265836198300800,SB2,7.0484126613408895,0.0003100662,0.3867652631270439,0.011132529,11.461174,58.18046,87.18769009850051,1.4985733,83.00511832925879,1.3282293,1.7100388014024195,8.16414552985824,54.119103793790515,0.5581608,1.6423424,1.725099,,130.9637321403647,-41.20031487861914,1.6899290323313376,0.01171288,144.27956,0.95162326,10.543371,0.46735382
1993153966843984256,SB2,34.47643257071954,0.003892417,0.7895105848441115,0.0071631796,17.5839,48.97168,62.91756197699986,1.2847744,50.044211783254426,1.0693678,9.657371937984221,320.36335251088,-13.207544739675606,0.8680075,1.6149778,2.0304139,,353.7043029882543,52.63775359511878,2.2883171104897104,0.014208162,161.05652,0.9190651,10.302289,0.45360756
5779387368795027840,SB2,1.7990175437189848,7.135983e-06,0.025235606201437624,0.0047954246,22.944405,195.59604,34.94141002026513,0.1786407,36.422454435855876,0.26273254,-0.11912437880558718,353.09445095225226,-19.863715120561288,0.10137543,1.5332172,1.4708723,,234.29321037463743,-78.87755590166341,6.853561281852583,0.026613155,257.5253,1.024152,7.6142006,0.63757944
5780202313069633024,SB2,5.734152947082893,0.00010887145,0.009481170577756003,0.0046585393,4.080462,132.43846,73.77949000751236,0.55708504,69.92205721085948,0.56932557,2.8388049438168546,318.37000920548496,0.5284605537685546,0.25503862,1.6250254,1.7146741,,232.20403169366918,-76.52409872218117,3.201478897878956,0.012442726,257.29724,0.9046965,9.22808,0.55964947
250437313946591360,SB2,30.436779605249967,0.00088512653,0.6487706744908811,0.0017637282,37.531998,267.44226,52.180476095891905,0.19510932,51.924125091134364,0.19009219,12.412030325822148,26.840419838850032,25.537811868813524,0.03988749,1.4199374,1.4269476,,59.1528146624188,50.69479996042314,26.21702113860819,0.082352996,318.34933,1.0426569,5.167717,0.57158613
4539656431873962496,SB2,5.504926456545305,8.035813e-05,0.4392512089236126,0.0051085036,26.825218,99.49034,33.17644856910866,0.33346403,33.60064228603068,0.332627,-0.29513892125710917,345.650938624243,-27.011765418279676,0.107483,1.4928063,1.4739604,,258.70837906198733,9.993577922103329,4.288230010517959,0.014662741,292.4576,0.9928138,8.907326,0.78754616
487998964476977792,SB2,0.4378440273715593,1.6339106e-06,0.0547345058352571,0.012564198,13.640401,88.376785,237.8040519980899,2.6907978,105.84558569795256,2.4298577,0.08828232736222102,66.35108500705141,19.099252734823644,1.6146696,1.2090806,2.7164502,,53.39337953094118,64.27935346317254,3.3446419962955134,0.016467696,203.10323,1.1650207,10.852684,0.86235714
4510995805887888000,SB2,6.890890882323771,0.00018320026,0.0944857437537321,0.0058139903,8.772311,153.95631,51.62439288271878,0.33531845,53.25238184535056,0.4670799,1.1054596534583685,310.71319701878974,24.56762929640323,0.21702749,2.2903464,2.2203276,,282.3389203747216,16.252392764946624,1.6939202771978388,0.015036218,112.65601,0.89203966,9.390783,0.54482937
2228750205975444096,SB2,35.64042286912074,0.012893544,0.138198760210063,0.016961902,2.6046817,78.217155,56.48353394167539,0.7221374,36.82123280967345,0.70881927,4.731934930819678,87.3910579240424,-6.6654257764383775,0.24350454,1.6682087,2.5590215,,353.53391756067185,72.91458995773661,7.842891779034477,0.03265399,240.1817,1.6837428,7.349171,0.26091433
3843968246424935296,SB2,2.09611284759257,4.6522095e-05,0.011612881412037675,0.014979814,4.551749,49.629917,69.79385367144958,1.406286,67.63883522175615,1.4027771,0.4941846127201116,192.52580485621064,6.913858899433171,0.67427963,1.5550508,1.6045957,,141.2691443761481,0.7352776391451451,1.9551757294216392,0.021578945,90.60571,1.0471262,10.484819,0.46274853
6705693548324328960,SB2,6.316071852777447,0.00022187257,0.04200966566704314,0.005975204,4.003498,129.22449,71.5955434670508,0.5540401,72.04922613687539,0.55108696,-1.0916583515170104,51.87953948365951,-11.039369740714683,0.27405065,0.94124514,0.9353182,,280.52233898041345,-46.28525087249222,5.164435223272814,0.022737252,227.13542,1.1266544,10.604821,0.9218788
5547905502165453568,SB2,9.853845392924827,0.00043195335,0.26511895056046136,0.008889094,9.423145,50.95396,61.32816976833634,1.2035997,79.6602447758268,1.3336426,-0.02105018832939553,14.621260174557085,24.041742452268164,0.332616,1.7136303,1.3192756,,123.83338843246297,-32.18190631978583,2.657885135296727,0.012371438,214.84044,0.94582915,9.435264,0.35964775
2064009485429070848,SB2,2.8160460387050152,4.826645e-05,0.3531046094879296,0.012616612,21.605427,46.800156,26.47732205582314,0.56575286,27.17610576607255,0.5543679,0.4302906862632157,37.91842825721837,-22.275373651298867,0.23026949,0.88802576,0.8651916,,308.06672778735475,38.73998812273761,5.5886732737883085,0.05094044,109.70995,3.6733532,11.023681,1.0575132
