source_id,ra,dec,parallax,significance,period,ruwe,a_thiele_innes,b_thiele_innes,phot_g_mean_mag,bp_rp,wobble_amplitude
1836615087659931136,302.87557115574003,27.74267529272831,1.1118022450540812,13.720029,741.3867666488538,2.317117,0.03237800302296098,-0.6544442799373177,14.692735,1.1259594,0.6552447257494173
1836723733148923264,301.4170805227881,27.411009643441766,1.3249350229589598,47.58724,596.5879746365126,3.4009924,0.12635981936201493,-0.6741058622345207,10.638363,0.38864613,0.6858465699033186
1836841518325842304,301.92541750856054,27.81257983219155,1.1095279357584475,10.619676,976.2678336268822,3.0740075,-0.4021848680798695,-0.6341526364541433,13.657979,1.0804644,0.7509342410851718
1836952912604510080,304.390815775846,27.974503537866255,1.1975739006314972,45.404816,751.6619446136843,3.1531477,0.650873662551953,0.03986405843329745,13.667329,1.0539503,0.6520932968207593
1836967068817117440,303.90305481482557,28.079702087905392,1.0792011692530128,20.170372,503.49211647270386,1.7050575,0.3848739875285799,0.0037242927180337233,14.261364,1.0592566,0.3848920064542768
1836980400396248448,303.47453229360764,27.84060356599532,7.330843690079972,27.947525,268.4331742141114,2.017032,0.22011410773385964,-0.710217831693746,14.467202,2.3163614,0.7435452836776246
1837082307072036224,304.87129843369434,28.357454738614447,0.7395748156341975,17.624844,620.0175895226647,1.4095095,0.05912792882100717,-0.2717500953447184,14.299103,1.3885326,0.2781082995642626
1837172814934641152,304.40330353969625,28.98729364586604,0.6406343848958975,10.807797,805.808241762445,1.6325588,-0.13674047593899044,-0.2778735482380369,14.061173,1.3241959,0.3096960874315629
4194414277583613440,293.9794306774289,-9.276625746505166,6.265810501447468,85.05372,669.0862780371571,19.494322,0.9187288341513088,4.088658773343744,13.731813,1.9908218,4.190607740595843
4194467127159979520,294.1885243091303,-8.80360274645677,1.219554294497429,26.052122,516.8092553703354,2.9601839,0.4841939168009415,-0.4778158572038962,13.700254,1.0020552,0.6802585849973017
2202951226488404992,330.13495460231144,60.03789039418385,1.121611136313455,14.849337,552.1881912728485,1.4108037,-0.5512103720705277,0.07764694775896988,15.552767,1.5508051,0.5566524254635147
2202964459291175424,331.55267673801126,59.73122982883608,0.4664225079804261,20.40346,688.8985986275239,1.7058525,0.32605655684393076,0.07359308086752807,13.215498,1.9276705,0.33425861217400815
5932876855639391232,240.90450995525632,-53.744249450418216,1.6319599610541315,28.719965,439.189819450091,2.7008114,-0.5133078708256399,-0.26793166315348166,13.285779,1.0085735,0.5790270687729051
4280761816226467712,283.6303092775014,2.9517729260643355,2.5671150221428793,45.437542,716.8468996089028,5.12309,1.1789208675183565,-0.4018523717403666,12.912888,1.0212708,1.2455278963329532
4487998832984928512,267.79116468757525,8.077481561344305,1.7720967652442545,12.827903,992.6691204651603,3.5805938,-1.129416865934625,-0.44429006735092014,13.791697,0.8617487,1.2136622763373162
6653605967362597632,274.41243891385693,-53.36402940976851,1.2954164495783338,19.580793,555.3981733163465,2.6653666,-0.5801040920561288,-0.2692432456236021,13.561155,0.88487434,0.6395409939434664
6653942319140449280,275.8303696052108,-52.42195314178664,2.1954833821895128,23.245722,211.9056491385608,1.8485814,0.1577369132647906,-0.10583321727615912,13.77039,1.1042128,0.18995158247650054
3003490352584726528,99.4434628952403,-8.704501680334838,1.0383163217227003,7.8873715,840.6370608852761,3.2457871,-0.3729768896796859,-0.6872745432280654,11.924461,0.50415134,0.7819578364620937
2168808027492962432,314.54785356484655,49.63713939733235,2.111104388793959,55.708393,708.2416223055397,4.2059903,-0.6005965163920004,-0.6632491642190677,11.91447,0.7857876,0.8947712720799088
2168811630963758720,314.95803602790636,49.70061598208903,2.134105946884064,13.387623,187.56870797263758,1.9712021,-0.14553945562150913,-0.2569937572498996,12.643946,0.93426037,0.29534306223106976
2168829811567421568,314.6634036253599,49.91019961440905,2.7094595596215343,15.529356,601.1620913257,1.7036562,-0.12576880617902855,0.6642078217284026,15.3409395,1.7792835,0.6760102240742277
2169811984683969408,314.6167346692327,51.32421116359402,0.7488812500958727,9.787284,855.3365460499756,1.5928476,-0.4467800333732713,0.2678394428651598,13.588887,1.4854069,0.5209130113323535
5845592434276306432,202.11294094532926,-67.08307433618351,0.3912241044740351,9.772855,944.5001431617707,2.0955842,-0.26791382829203353,-0.2949555019252413,13.276757,1.6642122,0.3984677747397702
5845577350350057088,202.8551486524774,-67.24792230192958,12.144668680546033,93.511635,799.3281101895733,17.51118,0.39336265528434006,3.617037204481578,13.190391,2.1355944,3.6383639616146506
5845688293607621760,210.96048002195406,-71.94717003403329,0.885198000683384,23.227798,509.69764063239785,1.9405913,0.10899865025540899,-0.2754051741250731,12.281477,0.6899414,0.2961903369327953
5845712246654145024,211.03300874831845,-71.87732085007124,1.0412740084607646,57.83368,478.1511014566647,3.6036315,0.19393489423392615,-0.7531231526786382,12.211335,0.6736851,0.7776922439513818
412815699400505728,23.510257463604614,57.25731388707695,1.2416358116678454,43.564854,805.4140480944138,2.4528387,-0.563397535981392,0.4181223561432855,14.056061,1.023799,0.7016003764656319
