source_id,phot_g_mean_mag,solution_id,nss_solution_type,ra,dec,parallax,period,period_error,t_periastron,t_periastron_error,eccentricity,eccentricity_error,arg_periastron,arg_periastron_error,center_of_mass_velocity,center_of_mass_velocity_error,semi_amplitude_primary,semi_amplitude_primary_error,inclination,inclination_error,rv_n_obs_primary,rv_n_good_obs_primary,efficiency,significance,goodness_of_fit,conf_spectro_period,flags
5706124980589428992,11.906015396118164,4338096422163308546,SB1,,,,385.5329833180284,6.280538558959961,-93.26854070397556,15.928653717041016,0.250747051937414,0.0798723697662353,226.22987263194557,13.75610637664795,47.69060597572108,0.465564101934433,7.186167037523074,0.6512377262115479,,,22,22,0.4066458940505981,11.034628868103027,-1.3019603490829468,1.0,0
5706955318028851072,12.73012638092041,4338096422163308546,SB1,,,,50.48486854866344,0.0776785463094711,-21.82816566987219,2.2309818267822266,0.18078111634158,0.0557836145162582,109.6338483711332,16.496034622192383,68.18160566933612,0.6519360542297363,17.980319580143526,1.1544150114059448,,,27,27,0.3998287618160248,15.575264930725098,1.444703459739685,1.0,0
5707193538393246592,11.815330505371094,4338096422163308546,SB1,,,,62.973766821422494,0.0818046629428863,-16.55938742528187,0.5942948460578918,0.3701285801849117,0.0220024399459362,200.27881640524947,2.9113011360168457,-6.041585376226376,0.4060445129871368,22.964579205264062,0.664923369884491,,,43,43,0.3634953796863556,34.53718185424805,0.1072901785373687,1.0,0
5941926175566975360,12.55444049835205,4338096422163308546,SB1,,,,312.40229062935003,8.283432960510254,127.00957110364384,18.326492309570312,0.3335938460028096,0.1544412970542907,35.95779734631124,22.3864860534668,21.498522641902937,0.8689699769020081,7.358261912342914,0.9939975738525392,,,14,14,0.3256940841674804,7.402696132659912,-1.6468859910964966,0.9950000047683716,0
5941987683835352448,10.42047882080078,4338096422163308546,SB1,,,,36.36512465104525,0.0125677175819873,-14.558184432119754,1.3471763134002686,0.3776779423354911,0.0591695122420787,69.88910298615549,4.338963508605957,-15.030861606931266,2.020260095596313,19.989148217644285,1.0742329359054563,,,16,15,0.1939103454351425,18.607833862304688,0.6572254300117493,0.9990000128746032,0
5942017370651563392,12.387822151184082,4338096422163308546,SB1,,,,2.287535809701268,0.0002829867298714,-0.1856563138535179,0.1270129084587097,0.1739543840584134,0.1132858842611312,343.84889665811306,18.411190032958984,-43.06810602821006,0.2690939903259277,7.015817970457423,0.4281567335128784,,,13,13,0.4590218067169189,16.386096954345703,-1.949401617050171,0.9990000128746032,0
1851426604486053888,12.3367338180542,4338096422163308546,SB1,,,,338.815318402898,3.054459571838379,133.2761632330025,10.294456481933594,0.1756856315864776,0.051058005541563,331.69418261388586,11.030445098876951,-20.29157862795783,0.9075592160224916,21.818948464188928,1.4868452548980713,,,40,40,0.3014671206474304,14.674659729003906,-0.7021233439445496,1.0,0
1851511649138994432,12.872869491577148,4338096422163308546,SB1,,,,89.99492208706255,0.1882307678461074,39.30063352685287,3.402174711227417,0.1523740541841656,0.0339119248092174,67.40080554462148,12.487152099609377,-27.587393518974917,0.9749600291252136,28.94131368718245,0.7120846509933472,,,37,37,0.3675833642482757,40.64308166503906,1.4077914953231812,1.0,0
1851660594305684224,12.690221786499023,4338096422163308546,SB1,,,,18.98437369450511,0.0274196919053792,-6.143757063073816,1.5099472999572754,0.1874116915602699,0.1851447522640228,354.521120263063,28.824443817138672,-72.56099811590545,1.6256967782974243,15.200180954459958,1.5664414167404177,,,21,21,0.3171019554138183,9.703638076782228,-1.236035704612732,1.0,0
1871887386315065472,12.848572731018066,4338096422163308546,SB1,,,,459.264716133239,9.332768440246582,-173.61413710551162,11.673749923706056,0.3717547959759763,0.0636597275733947,17.41021359290533,10.66257095336914,-39.02341326017266,0.3402262032032013,7.105811112951338,0.4953071177005768,,,29,29,0.6692153811454773,14.346272468566896,-2.130460262298584,1.0,0
1872385151537735552,12.42116641998291,4338096422163308546,SB1,,,,109.3132311496146,0.5514504909515381,-15.682415210360018,4.146545886993408,0.3027477109860493,0.0648838207125663,74.00445590518359,16.103347778320312,-42.61682117602479,0.8352364301681519,15.749064458242191,1.187770962715149,,,25,25,0.5010557174682617,13.259344100952148,0.9776195287704468,1.0,0
